Información relacionada a:,Prestaciones económicas, monto bruto y neto, tipo de moneda y su periodicidad
198418582,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","20739.19","20739.19","PESOS MEXICANOS","ANUAL"
198417068,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","126991.99","126991.99","PESOS MEXICANOS","ANUAL"
198417161,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198419564,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46434.12","46434.12","PESOS MEXICANOS","ANUAL"
198417997,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","69375.16","69375.16","PESOS MEXICANOS","ANUAL"
198418130,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","5496.69","5496.69","PESOS MEXICANOS","ANUAL"
198416112,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","41340.56","41340.56","PESOS MEXICANOS","ANUAL"
198416682,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","40468.84","40468.84","PESOS MEXICANOS","ANUAL"
198416882,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","148379.39","148379.39","PESOS MEXICANOS","ANUAL"
198417987,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","29001.54","29001.54","PESOS MEXICANOS","ANUAL"
198418299,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","52326.11","52326.11","PESOS MEXICANOS","ANUAL"
198416687,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18197.49","18197.49","PESOS MEXICANOS","ANUAL"
198417173,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","80317.46","80317.46","PESOS MEXICANOS","ANUAL"
198417886,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","148860.72","148860.72","PESOS MEXICANOS","ANUAL"
198418438,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","21089.86","21089.86","PESOS MEXICANOS","ANUAL"
198418692,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","20643.89","20643.89","PESOS MEXICANOS","ANUAL"
198418807,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46368.56","46368.56","PESOS MEXICANOS","ANUAL"
198417082,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","2883.17","2883.17","PESOS MEXICANOS","ANUAL"
198417814,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46434.12","46434.12","PESOS MEXICANOS","ANUAL"
198418067,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","37418.83","37418.83","PESOS MEXICANOS","ANUAL"
198418608,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","41478.38","41478.38","PESOS MEXICANOS","ANUAL"
198416895,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198417354,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198417572,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","36129.26","36129.26","PESOS MEXICANOS","ANUAL"
198418314,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","9051.96","9051.96","PESOS MEXICANOS","ANUAL"
198420332,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","31332.32","31332.32","PESOS MEXICANOS","ANUAL"
198416705,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","32216.18","32216.18","PESOS MEXICANOS","ANUAL"
198417205,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","1783.84","1783.84","PESOS MEXICANOS","ANUAL"
198419664,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","3518.24","3518.24","PESOS MEXICANOS","ANUAL"
198415586,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","10700.29","10700.29","PESOS MEXICANOS","ANUAL"
198415587,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18854.16","18854.16","PESOS MEXICANOS","ANUAL"
198416921,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46368.56","46368.56","PESOS MEXICANOS","ANUAL"
198418730,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","55963.27","55963.27","PESOS MEXICANOS","ANUAL"
198419719,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","2432.33","2432.33","PESOS MEXICANOS","ANUAL"
198415591,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46785.7","46785.7","PESOS MEXICANOS","ANUAL"
198416158,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11774.15","11774.15","PESOS MEXICANOS","ANUAL"
198417854,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","40468.84","40468.84","PESOS MEXICANOS","ANUAL"
198418410,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","25376.35","25376.35","PESOS MEXICANOS","ANUAL"
198418642,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","37603.21","37603.21","PESOS MEXICANOS","ANUAL"
198415596,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","31139.74","31139.74","PESOS MEXICANOS","ANUAL"
198417128,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","37418.83","37418.83","PESOS MEXICANOS","ANUAL"
198418565,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18176.63","18176.63","PESOS MEXICANOS","ANUAL"
198419372,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11495.17","11495.17","PESOS MEXICANOS","ANUAL"
198415604,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","61935.87","61935.87","PESOS MEXICANOS","ANUAL"
198416172,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","31452.63","31452.63","PESOS MEXICANOS","ANUAL"
198419486,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","27415.78","27415.78","PESOS MEXICANOS","ANUAL"
198420002,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198420081,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","1690.44","1690.44","PESOS MEXICANOS","ANUAL"
198416649,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","20759.83","20759.83","PESOS MEXICANOS","ANUAL"
198416651,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","55379.35","55379.35","PESOS MEXICANOS","ANUAL"
198416745,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198416845,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","34687.58","34687.58","PESOS MEXICANOS","ANUAL"
198417327,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","20645.3","20645.3","PESOS MEXICANOS","ANUAL"
198417949,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","28947.19","28947.19","PESOS MEXICANOS","ANUAL"
198419137,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","29068.55","29068.55","PESOS MEXICANOS","ANUAL"
198419138,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","36937.84","36937.84","PESOS MEXICANOS","ANUAL"
198419868,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","9791.37","9791.37","PESOS MEXICANOS","ANUAL"
198420082,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","18089.42","18089.42","PESOS MEXICANOS","ANUAL"
198415422,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","64915.98","64915.98","PESOS MEXICANOS","ANUAL"
198416185,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","36251.93","36251.93","PESOS MEXICANOS","ANUAL"
198419607,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","3425.7","3425.7","PESOS MEXICANOS","ANUAL"
198419608,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","36484.47","36484.47","PESOS MEXICANOS","ANUAL"
198419908,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","23327.03","23327.03","PESOS MEXICANOS","ANUAL"
198420179,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","8255.05","8255.05","PESOS MEXICANOS","ANUAL"
198420180,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","45150.86","45150.86","PESOS MEXICANOS","ANUAL"
198417148,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","10596.72","10596.72","PESOS MEXICANOS","ANUAL"
198417150,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","19085.47","19085.47","PESOS MEXICANOS","ANUAL"
198420049,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.6","111284.6","PESOS MEXICANOS","ANUAL"
198420197,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","148860.72","148860.72","PESOS MEXICANOS","ANUAL"
198415906,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","16438.91","16438.91","PESOS MEXICANOS","ANUAL"
198415907,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","91515.09","91515.09","PESOS MEXICANOS","ANUAL"
198411886,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","20043.16","20043.16","PESOS MEXICANOS","ANUAL"
198412893,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46368.56","46368.56","PESOS MEXICANOS","ANUAL"
198413060,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","4864.21","4864.21","PESOS MEXICANOS","ANUAL"
198413061,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","37418.83","37418.83","PESOS MEXICANOS","ANUAL"
198413357,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","46368.56","46368.56","PESOS MEXICANOS","ANUAL"
198409689,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11861.33","11861.33","PESOS MEXICANOS","ANUAL"
198409692,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11861.33","11861.33","PESOS MEXICANOS","ANUAL"
198409882,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","92179.71","92179.71","PESOS MEXICANOS","ANUAL"
198411444,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","9051.96","9051.96","PESOS MEXICANOS","ANUAL"
198411602,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","41253.51","41253.51","PESOS MEXICANOS","ANUAL"
198412174,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","49774.06","49774.06","PESOS MEXICANOS","ANUAL"
198413705,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18978.03","18978.03","PESOS MEXICANOS","ANUAL"
198412483,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","13011.16","13011.16","PESOS MEXICANOS","ANUAL"
198412992,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","63290.69","63290.69","PESOS MEXICANOS","ANUAL"
198410373,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","27.15","27.15","PESOS MEXICANOS","ANUAL"
198410856,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","19592.9","19592.9","PESOS MEXICANOS","ANUAL"
198411168,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","43623.92","43623.92","PESOS MEXICANOS","ANUAL"
198411713,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","39125.13","39125.13","PESOS MEXICANOS","ANUAL"
198415262,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","12382.56","12382.56","PESOS MEXICANOS","ANUAL"
198415263,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","68719.81","68719.81","PESOS MEXICANOS","ANUAL"
198410198,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","20003.08","20003.08","PESOS MEXICANOS","ANUAL"
198410678,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","19582.7","19582.7","PESOS MEXICANOS","ANUAL"
198413315,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","5306.8","5306.8","PESOS MEXICANOS","ANUAL"
198413316,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","27613.87","27613.87","PESOS MEXICANOS","ANUAL"
198410105,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","13047.85","13047.85","PESOS MEXICANOS","ANUAL"
198410585,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","11677.4","11677.4","PESOS MEXICANOS","ANUAL"
198412742,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","40357.72","40357.72","PESOS MEXICANOS","ANUAL"
198413643,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","6050.84","6050.84","PESOS MEXICANOS","ANUAL"
198415314,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","12349.05","12349.05","PESOS MEXICANOS","ANUAL"
198413997,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","29034.87","29034.87","PESOS MEXICANOS","ANUAL"
198414303,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","24235.51","24235.51","PESOS MEXICANOS","ANUAL"
198411738,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11377.98","11377.98","PESOS MEXICANOS","ANUAL"
198410024,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","20817.86","20817.86","PESOS MEXICANOS","ANUAL"
198412674,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","43502.31","43502.31","PESOS MEXICANOS","ANUAL"
198412841,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","81890.52","81890.52","PESOS MEXICANOS","ANUAL"
198414471,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","15485.79","15485.79","PESOS MEXICANOS","ANUAL"
198414522,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","69665.42","69665.42","PESOS MEXICANOS","ANUAL"
198410702,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","51086.91","51086.91","PESOS MEXICANOS","ANUAL"
198411109,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","26232.78","26232.78","PESOS MEXICANOS","ANUAL"
198411652,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","49984.5","49984.5","PESOS MEXICANOS","ANUAL"
198412677,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","47468.02","47468.02","PESOS MEXICANOS","ANUAL"
198412679,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","74189.7","74189.7","PESOS MEXICANOS","ANUAL"
198414073,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","10596.72","10596.72","PESOS MEXICANOS","ANUAL"
198410705,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","14128.96","14128.96","PESOS MEXICANOS","ANUAL"
198410923,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","41340.56","41340.56","PESOS MEXICANOS","ANUAL"
198410924,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","23971.72","23971.72","PESOS MEXICANOS","ANUAL"
198411946,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","60346.7","60346.7","PESOS MEXICANOS","ANUAL"
198410806,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","94692.59","94692.59","PESOS MEXICANOS","ANUAL"
198410930,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.,CLAUSULA QUINTA TRANSITORIA","41253.51","41253.51","PESOS MEXICANOS","ANUAL"
198412688,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","27652.91","27652.91","PESOS MEXICANOS","ANUAL"
198414086,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11841.63","11841.63","PESOS MEXICANOS","ANUAL"
198414087,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","10607.23","10607.23","PESOS MEXICANOS","ANUAL"
198409662,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","7130.16","7130.16","PESOS MEXICANOS","ANUAL"
198411128,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11385.43","11385.43","PESOS MEXICANOS","ANUAL"
198411413,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","30666.47","30666.47","PESOS MEXICANOS","ANUAL"
198411671,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","24922.2","24922.2","PESOS MEXICANOS","ANUAL"
198411862,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","33342.7","33342.7","PESOS MEXICANOS","ANUAL"
198413678,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","16213.59","16213.59","PESOS MEXICANOS","ANUAL"
198414390,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","3597.87","3597.87","PESOS MEXICANOS","ANUAL"
198414715,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","65007.77","65007.77","PESOS MEXICANOS","ANUAL"
198409668,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","9487.86","9487.86","PESOS MEXICANOS","ANUAL"
198410147,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","21751.16","21751.16","PESOS MEXICANOS","ANUAL"
198414451,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18801.6","18801.6","PESOS MEXICANOS","ANUAL"
198409769,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","45913.33","45913.33","PESOS MEXICANOS","ANUAL"
198410826,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","47390.75","47390.75","PESOS MEXICANOS","ANUAL"
198414842,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111284.54","111284.54","PESOS MEXICANOS","ANUAL"
198414876,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","111441.89","111441.89","PESOS MEXICANOS","ANUAL"
198409681,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","11861.33","11861.33","PESOS MEXICANOS","ANUAL"
198414410,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","13960.93","13960.93","PESOS MEXICANOS","ANUAL"
198415094,"11/08/22","11/08/22","ESTIMULO RECONOCIMIENTO ANTIG.","8691.34","8691.34","PESOS MEXICANOS","ANUAL"
198415143,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","21927.51","21927.51","PESOS MEXICANOS","ANUAL"
198415181,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","10111.14","10111.14","PESOS MEXICANOS","ANUAL"
198410360,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","18665.27","18665.27","PESOS MEXICANOS","ANUAL"
198410647,"11/08/22","11/08/22","CLAUSULA QUINTA TRANSITORIA","42599.87","42599.87","PESOS MEXICANOS","ANUAL"

